PING 81.34.131.53 (81.34.131.53) 65507(65535) bytes of data.
65515 bytes from 81.34.131.53: icmp_seq=45 ttl=52 time=56.2 ms
65515 bytes from 81.34.131.53: icmp_seq=46 ttl=52 time=60.1 ms
65515 bytes from 81.34.131.53: icmp_seq=47 ttl=52 time=56.2 ms
65515 bytes from 81.34.131.53: icmp_seq=48 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=49 ttl=52 time=56.2 ms
65515 bytes from 81.34.131.53: icmp_seq=50 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=51 ttl=52 time=56.1 ms
65515 bytes from 81.34.131.53: icmp_seq=52 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=53 ttl=52 time=56.1 ms
65515 bytes from 81.34.131.53: icmp_seq=54 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=55 ttl=52 time=56.1 ms
65515 bytes from 81.34.131.53: icmp_seq=56 ttl=52 time=60.2 ms
65515 bytes from 81.34.131.53: icmp_seq=57 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=58 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=59 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=60 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=61 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=62 ttl=52 time=55.1 ms
65515 bytes from 81.34.131.53: icmp_seq=63 ttl=52 time=55.2 ms
65515 bytes from 81.34.131.53: icmp_seq=64 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=65 ttl=52 time=55.0 ms
65515 bytes from 81.34.131.53: icmp_seq=66 ttl=52 time=55.2 ms
65515 bytes from 81.34.131.53: icmp_seq=67 ttl=52 time=55.1 ms
65515 bytes from 81.34.131.53: icmp_seq=68 ttl=52 time=55.2 ms
65515 bytes from 81.34.131.53: icmp_seq=69 ttl=52 time=54.9 ms
65515 bytes from 81.34.131.53: icmp_seq=70 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=71 ttl=52 time=57.1 ms
65515 bytes from 81.34.131.53: icmp_seq=72 ttl=52 time=55.1 ms
65515 bytes from 81.34.131.53: icmp_seq=73 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=74 ttl=52 time=54.9 ms
65515 bytes from 81.34.131.53: icmp_seq=75 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=76 ttl=52 time=55.0 ms
65515 bytes from 81.34.131.53: icmp_seq=77 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=78 ttl=52 time=55.4 ms
65515 bytes from 81.34.131.53: icmp_seq=79 ttl=52 time=55.9 ms
65515 bytes from 81.34.131.53: icmp_seq=80 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=81 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=82 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=83 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=84 ttl=52 time=56.1 ms
65515 bytes from 81.34.131.53: icmp_seq=85 ttl=52 time=58.3 ms
65515 bytes from 81.34.131.53: icmp_seq=86 ttl=52 time=55.2 ms
65515 bytes from 81.34.131.53: icmp_seq=87 ttl=52 time=55.1 ms
65515 bytes from 81.34.131.53: icmp_seq=88 ttl=52 time=55.0 ms
65515 bytes from 81.34.131.53: icmp_seq=89 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=90 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=91 ttl=52 time=56.0 ms
65515 bytes from 81.34.131.53: icmp_seq=92 ttl=52 time=55.3 ms
65515 bytes from 81.34.131.53: icmp_seq=93 ttl=52 time=57.9 ms
65515 bytes from 81.34.131.53: icmp_seq=94 ttl=52 time=55.4 ms
65515 bytes from 81.34.131.53: icmp_seq=95 ttl=52 time=55.9 ms
65515 bytes from 81.34.131.53: icmp_seq=96 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=97 ttl=52 time=56.3 ms
65515 bytes from 81.34.131.53: icmp_seq=98 ttl=52 time=57.9 ms
65515 bytes from 81.34.131.53: icmp_seq=99 ttl=52 time=56.2 ms
65515 bytes from 81.34.131.53: icmp_seq=100 ttl=52 time=56.3 ms

--- 81.34.131.53 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99177ms
rtt min/avg/max/mdev = 54.795/56.002/62.095/1.208 ms
